,path,prediction
722,D:/CS4243_miniproj/captcha_img/test\cdavw-0.png,1llii
723,D:/CS4243_miniproj/captcha_img/test\wk80dulm-0.png,iiii1i1i
724,D:/CS4243_miniproj/captcha_img/test\thi1-0.png,iiilii
725,D:/CS4243_miniproj/captcha_img/test\apf9kx-0.png,llilii
726,D:/CS4243_miniproj/captcha_img/test\3wpp-0.png,llil
727,D:/CS4243_miniproj/captcha_img/test\zcn0-0.png,uull
728,D:/CS4243_miniproj/captcha_img/test\pkz82-0.png,11i1i
729,D:/CS4243_miniproj/captcha_img/test\b842ks-0.png,l1iili
730,D:/CS4243_miniproj/captcha_img/test\ehnskhzj-0.png,liiiiiili
731,D:/CS4243_miniproj/captcha_img/test\kirtl-0.png,iuilii
732,D:/CS4243_miniproj/captcha_img/test\2rs4jvyr-0.png,li1iiilijiiiil
733,D:/CS4243_miniproj/captcha_img/test\64q0-0.png,lill
734,D:/CS4243_miniproj/captcha_img/test\kyswo-0.png,1iilu
735,D:/CS4243_miniproj/captcha_img/test\8s3cl-0.png,iiiii
736,D:/CS4243_miniproj/captcha_img/test\t36x9epa-0.png,1ilii1i1
737,D:/CS4243_miniproj/captcha_img/test\q02a9jk-0.png,iliiill
738,D:/CS4243_miniproj/captcha_img/test\8hr836-0.png,iiliii
739,D:/CS4243_miniproj/captcha_img/test\5unc7-0.png,iiiil
740,D:/CS4243_miniproj/captcha_img/test\fnszj-0.png,i11ii
741,D:/CS4243_miniproj/captcha_img/test\kklr2ztk-0.png,iliiiiii
742,D:/CS4243_miniproj/captcha_img/test\2bdh-0.png,iiil
743,D:/CS4243_miniproj/captcha_img/test\l0iog-0.png,illiii
744,D:/CS4243_miniproj/captcha_img/test\nowqcrpn-0.png,i1llililwii
745,D:/CS4243_miniproj/captcha_img/test\4drah-0.png,1ilil
746,D:/CS4243_miniproj/captcha_img/test\ho6v2tsw-0.png,ii1iilli
747,D:/CS4243_miniproj/captcha_img/test\a0p3v7-0.png,lii1ii
748,D:/CS4243_miniproj/captcha_img/test\1j2xhu-0.png,iiij11
749,D:/CS4243_miniproj/captcha_img/test\mh9y-0.png,iiii
750,D:/CS4243_miniproj/captcha_img/test\w7txn88-0.png,ii1iiii
751,D:/CS4243_miniproj/captcha_img/test\h4f77tdw-0.png,1liiliii
752,D:/CS4243_miniproj/captcha_img/test\akc39-0.png,ki1ii
753,D:/CS4243_miniproj/captcha_img/test\nt991l-0.png,liiil1
754,D:/CS4243_miniproj/captcha_img/test\qmn45y-0.png,illiii
755,D:/CS4243_miniproj/captcha_img/test\ydjf-0.png,ijri
756,D:/CS4243_miniproj/captcha_img/test\w58mucmx-0.png,ljiliili
757,D:/CS4243_miniproj/captcha_img/test\ecvjeott-0.png,iliiiicii
758,D:/CS4243_miniproj/captcha_img/test\nwnzq-0.png,viii1
759,D:/CS4243_miniproj/captcha_img/test\n2u7imro-0.png,ii1iiii1
760,D:/CS4243_miniproj/captcha_img/test\0c3dp-0.png,iilil
761,D:/CS4243_miniproj/captcha_img/test\zp29-0.png,ilii
762,D:/CS4243_miniproj/captcha_img/test\0cr6-0.png,1ii
763,D:/CS4243_miniproj/captcha_img/test\fl725xft-0.png,ljiriiii
764,D:/CS4243_miniproj/captcha_img/test\4jyag-0.png,iil1i
765,D:/CS4243_miniproj/captcha_img/test\98kt9if-0.png,ii1livii
766,D:/CS4243_miniproj/captcha_img/test\lu1ow7k-0.png,iiiiiiii
767,D:/CS4243_miniproj/captcha_img/test\ygpv7uq-0.png,iiiliii
768,D:/CS4243_miniproj/captcha_img/test\skq2662u-0.png,1iiiiiii
769,D:/CS4243_miniproj/captcha_img/test\omcp7jt-0.png,lili1i1
770,D:/CS4243_miniproj/captcha_img/test\0gzwaq8-0.png,iiiilii
771,D:/CS4243_miniproj/captcha_img/test\1rhud8rx-0.png,liili
772,D:/CS4243_miniproj/captcha_img/test\zek18ad0-0.png,icilliii
773,D:/CS4243_miniproj/captcha_img/test\8jqv6j-0.png,iiliiiii
774,D:/CS4243_miniproj/captcha_img/test\ltqqjs5-0.png,ilii1ii
775,D:/CS4243_miniproj/captcha_img/test\m9p8-0.png,iiii
776,D:/CS4243_miniproj/captcha_img/test\djvh-0.png,illj
777,D:/CS4243_miniproj/captcha_img/test\we9vdq-0.png,iiiu1l
778,D:/CS4243_miniproj/captcha_img/test\l4ig8-0.png,illli
779,D:/CS4243_miniproj/captcha_img/test\ozv10-0.png,iliii
780,D:/CS4243_miniproj/captcha_img/test\4eyb0-0.png,iilll
781,D:/CS4243_miniproj/captcha_img/test\p0w0j-0.png,iiiij
782,D:/CS4243_miniproj/captcha_img/test\xxgu8su-0.png,ljcliiijj
783,D:/CS4243_miniproj/captcha_img/test\zbk1c-0.png,ili1l
784,D:/CS4243_miniproj/captcha_img/test\8vs59cma-0.png,1iiiiii1
785,D:/CS4243_miniproj/captcha_img/test\6oqlrct-0.png,llii1ii
786,D:/CS4243_miniproj/captcha_img/test\r2nk80r-0.png,liiiiii
787,D:/CS4243_miniproj/captcha_img/test\kl93n-0.png,ilici
788,D:/CS4243_miniproj/captcha_img/test\nbeije33-0.png,iiililiiiiiii
789,D:/CS4243_miniproj/captcha_img/test\wcjoxp-0.png,ui1ii1
790,D:/CS4243_miniproj/captcha_img/test\z599xbz-0.png,ciiiljjiii
791,D:/CS4243_miniproj/captcha_img/test\p3dq-0.png,nili
792,D:/CS4243_miniproj/captcha_img/test\24idbq3f-0.png,jiiiij11
793,D:/CS4243_miniproj/captcha_img/test\sojq-0.png,i1iil
794,D:/CS4243_miniproj/captcha_img/test\1qp4885m-0.png,uiliilcili
795,D:/CS4243_miniproj/captcha_img/test\dlne7-0.png,lcii
796,D:/CS4243_miniproj/captcha_img/test\bzx2-0.png,iii
797,D:/CS4243_miniproj/captcha_img/test\7q0agge-0.png,llljiii
798,D:/CS4243_miniproj/captcha_img/test\58vxyzo-0.png,iiiiiii
799,D:/CS4243_miniproj/captcha_img/test\qxi5i9w1-0.png,iiiiiiii
800,D:/CS4243_miniproj/captcha_img/test\fxakx8-0.png,iivili
801,D:/CS4243_miniproj/captcha_img/test\w62rj61a-0.png,ii11iji11
802,D:/CS4243_miniproj/captcha_img/test\jmpk66yr-0.png,uiililii
803,D:/CS4243_miniproj/captcha_img/test\4943m-0.png,ill1l
804,D:/CS4243_miniproj/captcha_img/test\19hz-0.png,iiii
805,D:/CS4243_miniproj/captcha_img/test\mxn12-0.png,i1iii
806,D:/CS4243_miniproj/captcha_img/test\ioetlydo-0.png,iiliii1i
807,D:/CS4243_miniproj/captcha_img/test\0u4aj-0.png,i1iii
808,D:/CS4243_miniproj/captcha_img/test\ttch14bl-0.png,iiiiliii
809,D:/CS4243_miniproj/captcha_img/test\xxmao-0.png,1jii
810,D:/CS4243_miniproj/captcha_img/test\clsev-0.png,i1ivi
811,D:/CS4243_miniproj/captcha_img/test\2u6t6-0.png,uliii
812,D:/CS4243_miniproj/captcha_img/test\l9b4cou6-0.png,iiiliili
813,D:/CS4243_miniproj/captcha_img/test\8wcq-0.png,iiii
814,D:/CS4243_miniproj/captcha_img/test\u1rfaq41-0.png,iiliii11
815,D:/CS4243_miniproj/captcha_img/test\hciv7-0.png,i1ii1ill
816,D:/CS4243_miniproj/captcha_img/test\kg8qx9v2-0.png,iiliilki
817,D:/CS4243_miniproj/captcha_img/test\sd2xyvxr-0.png,iiiuil1i
818,D:/CS4243_miniproj/captcha_img/test\e6pbcz1k-0.png,iiliilii
819,D:/CS4243_miniproj/captcha_img/test\ryjzj0-0.png,iiiilui
820,D:/CS4243_miniproj/captcha_img/test\jvpwt1p-0.png,iiiili1
821,D:/CS4243_miniproj/captcha_img/test\k397f-0.png,iliij
822,D:/CS4243_miniproj/captcha_img/test\d9dpyu-0.png,iillll
823,D:/CS4243_miniproj/captcha_img/test\ontf-0.png,iili
824,D:/CS4243_miniproj/captcha_img/test\dnstkc6-0.png,li1iiiv
825,D:/CS4243_miniproj/captcha_img/test\ah9z-0.png,i1ji
826,D:/CS4243_miniproj/captcha_img/test\clivi-0.png,iiiilii
827,D:/CS4243_miniproj/captcha_img/test\f1h0-0.png,iiii
828,D:/CS4243_miniproj/captcha_img/test\q41i-0.png,iiil
829,D:/CS4243_miniproj/captcha_img/test\rsin-0.png,ilciii
830,D:/CS4243_miniproj/captcha_img/test\sqjhrz5e-0.png,iii1lli1iiii1iiii
831,D:/CS4243_miniproj/captcha_img/test\gbm3k-0.png,lliil
832,D:/CS4243_miniproj/captcha_img/test\w76a-0.png,llic
833,D:/CS4243_miniproj/captcha_img/test\yyqt6-0.png,i11iii1
834,D:/CS4243_miniproj/captcha_img/test\zmnaw8vx-0.png,liiiiici
835,D:/CS4243_miniproj/captcha_img/test\wxw2g9o-0.png,iliicii1
836,D:/CS4243_miniproj/captcha_img/test\wemep-0.png,i1ili
837,D:/CS4243_miniproj/captcha_img/test\9jud9-0.png,1li
838,D:/CS4243_miniproj/captcha_img/test\rkzn7v-0.png,11iiii
839,D:/CS4243_miniproj/captcha_img/test\r6g5o73-0.png,liiiiliciilli
840,D:/CS4243_miniproj/captcha_img/test\t984-0.png,liij
841,D:/CS4243_miniproj/captcha_img/test\79n1-0.png,1liliiii
842,D:/CS4243_miniproj/captcha_img/test\70vh-0.png,li1i
843,D:/CS4243_miniproj/captcha_img/test\62h2rq-0.png,liiili
844,D:/CS4243_miniproj/captcha_img/test\8drskum-0.png,iiiiili
845,D:/CS4243_miniproj/captcha_img/test\xl9a2fm-0.png,iliii
846,D:/CS4243_miniproj/captcha_img/test\8k5y2-0.png,iliiiiii
847,D:/CS4243_miniproj/captcha_img/test\mnn305bp-0.png,lii1iiii
848,D:/CS4243_miniproj/captcha_img/test\x2xk02p-0.png,ijiiiillilliiij
849,D:/CS4243_miniproj/captcha_img/test\yjhmfa-0.png,1iiili
850,D:/CS4243_miniproj/captcha_img/test\hkmy29-0.png,ililji
851,D:/CS4243_miniproj/captcha_img/test\0w0pankd-0.png,iiiiilil
852,D:/CS4243_miniproj/captcha_img/test\0s2rn2o-0.png,ii1iili
853,D:/CS4243_miniproj/captcha_img/test\7dfpwcv-0.png,llrjiil
854,D:/CS4243_miniproj/captcha_img/test\mulv-0.png,iiii
855,D:/CS4243_miniproj/captcha_img/test\2gquin1i-0.png,ivuliii1
856,D:/CS4243_miniproj/captcha_img/test\e59bi2u-0.png,iiii1ii
857,D:/CS4243_miniproj/captcha_img/test\27hibrae-0.png,ili1lii1l
858,D:/CS4243_miniproj/captcha_img/test\nyrp9e-0.png,liiili
859,D:/CS4243_miniproj/captcha_img/test\mkpvj-0.png,iiiil
860,D:/CS4243_miniproj/captcha_img/test\pocoyl-0.png,iiliil
861,D:/CS4243_miniproj/captcha_img/test\dqd8-0.png,iiii
862,D:/CS4243_miniproj/captcha_img/test\1hiqbpx3-0.png,liiiiiii
863,D:/CS4243_miniproj/captcha_img/test\nke03-0.png,llliu
864,D:/CS4243_miniproj/captcha_img/test\95hgda-0.png,iiiil
865,D:/CS4243_miniproj/captcha_img/test\2ennujkj-0.png,iiii1uii
866,D:/CS4243_miniproj/captcha_img/test\5rrvmra-0.png,iiilijl
867,D:/CS4243_miniproj/captcha_img/test\2mo9qj39-0.png,lililiui
868,D:/CS4243_miniproj/captcha_img/test\6yjb6-0.png,l1ilil
869,D:/CS4243_miniproj/captcha_img/test\ugp8m8w-0.png,jiiilij
870,D:/CS4243_miniproj/captcha_img/test\b10cjyh5-0.png,iiiiiiil
871,D:/CS4243_miniproj/captcha_img/test\d61iogli-0.png,iiliiiri
872,D:/CS4243_miniproj/captcha_img/test\0msi-0.png,uiij
873,D:/CS4243_miniproj/captcha_img/test\lulme-0.png,ijiii
874,D:/CS4243_miniproj/captcha_img/test\v9edw-0.png,li
875,D:/CS4243_miniproj/captcha_img/test\57l7ozfm-0.png,l11lil11
876,D:/CS4243_miniproj/captcha_img/test\9kat-0.png,iiii
877,D:/CS4243_miniproj/captcha_img/test\yp1ye570-0.png,i1ilil11
878,D:/CS4243_miniproj/captcha_img/test\berxkmm-0.png,ililiic
879,D:/CS4243_miniproj/captcha_img/test\rehbon2c-0.png,1iiii
880,D:/CS4243_miniproj/captcha_img/test\9tml6-0.png,iiiii
881,D:/CS4243_miniproj/captcha_img/test\03zl9o-0.png,ii1lii
882,D:/CS4243_miniproj/captcha_img/test\79kr-0.png,ll1i
883,D:/CS4243_miniproj/captcha_img/test\yn7g85-0.png,lliili
884,D:/CS4243_miniproj/captcha_img/test\raza3a-0.png,iiiiii
885,D:/CS4243_miniproj/captcha_img/test\u22w-0.png,i
886,D:/CS4243_miniproj/captcha_img/test\zddt-0.png,1lii
887,D:/CS4243_miniproj/captcha_img/test\ch9y67-0.png,1iii1iii
888,D:/CS4243_miniproj/captcha_img/test\uuk0vwk-0.png,1iiivil
889,D:/CS4243_miniproj/captcha_img/test\tplvb5-0.png,iiiiiii
890,D:/CS4243_miniproj/captcha_img/test\vbwmzu0-0.png,iiiii1i
891,D:/CS4243_miniproj/captcha_img/test\vyzexh-0.png,iliiii
892,D:/CS4243_miniproj/captcha_img/test\8y3quw-0.png,iiiivl
893,D:/CS4243_miniproj/captcha_img/test\mbbip-0.png,iiilj
894,D:/CS4243_miniproj/captcha_img/test\wqgp7308-0.png,uiiiiiil
895,D:/CS4243_miniproj/captcha_img/test\29or-0.png,iiii
896,D:/CS4243_miniproj/captcha_img/test\jjibj8n-0.png,iiiiliiiiil
897,D:/CS4243_miniproj/captcha_img/test\yxoc6-0.png,iliji
898,D:/CS4243_miniproj/captcha_img/test\jrn2j-0.png,lllii
899,D:/CS4243_miniproj/captcha_img/test\ibkmxh-0.png,iiiii1i
900,D:/CS4243_miniproj/captcha_img/test\9bf9-0.png,l
901,D:/CS4243_miniproj/captcha_img/test\yf2u99j-0.png,illilli
902,D:/CS4243_miniproj/captcha_img/test\3wif-0.png,u1i
903,D:/CS4243_miniproj/captcha_img/test\zbe1-0.png,llii
904,D:/CS4243_miniproj/captcha_img/test\fooa1y-0.png,iiiiil
905,D:/CS4243_miniproj/captcha_img/test\g1qy8-0.png,liill
906,D:/CS4243_miniproj/captcha_img/test\nzpu-0.png,11ir
907,D:/CS4243_miniproj/captcha_img/test\dzc50dkp-0.png,illilliiiii
908,D:/CS4243_miniproj/captcha_img/test\nroctm-0.png,ilciii
909,D:/CS4243_miniproj/captcha_img/test\yslwm6mb-0.png,i1viilii
910,D:/CS4243_miniproj/captcha_img/test\q5h2g9-0.png,liliji
911,D:/CS4243_miniproj/captcha_img/test\ngt7gmz-0.png,illilii
912,D:/CS4243_miniproj/captcha_img/test\e2yb5pxs-0.png,i1i1iil1
913,D:/CS4243_miniproj/captcha_img/test\fp3l8gy-0.png,iiili1i
914,D:/CS4243_miniproj/captcha_img/test\z90sk98-0.png,iiiliii
915,D:/CS4243_miniproj/captcha_img/test\aeylheco-0.png,11lii1
916,D:/CS4243_miniproj/captcha_img/test\7rhv9-0.png,iiii
917,D:/CS4243_miniproj/captcha_img/test\oh3v2-0.png,1iiii
918,D:/CS4243_miniproj/captcha_img/test\wmzfebyg-0.png,luiliili
919,D:/CS4243_miniproj/captcha_img/test\v4tv-0.png,1iil
920,D:/CS4243_miniproj/captcha_img/test\1iwe-0.png,iilli
921,D:/CS4243_miniproj/captcha_img/test\ibx6gub-0.png,iiiliii
922,D:/CS4243_miniproj/captcha_img/test\1ozltu-0.png,iiiiii1
923,D:/CS4243_miniproj/captcha_img/test\b45viav3-0.png,llliiiiiiiili1ii
924,D:/CS4243_miniproj/captcha_img/test\wcv2ys-0.png,iil1ii
925,D:/CS4243_miniproj/captcha_img/test\wpm345-0.png,iliiii
926,D:/CS4243_miniproj/captcha_img/test\n9t72-0.png,liiii
927,D:/CS4243_miniproj/captcha_img/test\ey72-0.png,iilil
928,D:/CS4243_miniproj/captcha_img/test\j6gczu3-0.png,iiiillii
929,D:/CS4243_miniproj/captcha_img/test\5gxru5c-0.png,liiiilr
930,D:/CS4243_miniproj/captcha_img/test\l42so-0.png,cuilill
931,D:/CS4243_miniproj/captcha_img/test\zji3-0.png,ilii
932,D:/CS4243_miniproj/captcha_img/test\w72p-0.png,liii
933,D:/CS4243_miniproj/captcha_img/test\rvbzj-0.png,iiiil
934,D:/CS4243_miniproj/captcha_img/test\ir1gtky-0.png,liiliii1
935,D:/CS4243_miniproj/captcha_img/test\knztn8nc-0.png,i1jlilii
936,D:/CS4243_miniproj/captcha_img/test\lva2bqcz-0.png,iiiil1li
937,D:/CS4243_miniproj/captcha_img/test\4mby0ex-0.png,iilicii
938,D:/CS4243_miniproj/captcha_img/test\z1gxiila-0.png,iiiiiiii
939,D:/CS4243_miniproj/captcha_img/test\zsauik50-0.png,iliilili
940,D:/CS4243_miniproj/captcha_img/test\4khjkei-0.png,lillii
941,D:/CS4243_miniproj/captcha_img/test\c61s-0.png,liii
942,D:/CS4243_miniproj/captcha_img/test\v8zx-0.png,ii1
943,D:/CS4243_miniproj/captcha_img/test\a7boq-0.png,cli1i
944,D:/CS4243_miniproj/captcha_img/test\a9wr-0.png,ilii
945,D:/CS4243_miniproj/captcha_img/test\stn8-0.png,i1ii
946,D:/CS4243_miniproj/captcha_img/test\wfs6q4ag-0.png,l1i1lil
947,D:/CS4243_miniproj/captcha_img/test\9cd1r-0.png,ill1i
948,D:/CS4243_miniproj/captcha_img/test\ui88lwpc-0.png,11ivilii
949,D:/CS4243_miniproj/captcha_img/test\2fyohm-0.png,1i1iii
950,D:/CS4243_miniproj/captcha_img/test\aumb-0.png,ill
951,D:/CS4243_miniproj/captcha_img/test\srtdls3-0.png,jijiiii
952,D:/CS4243_miniproj/captcha_img/test\yeak-0.png,iiil
953,D:/CS4243_miniproj/captcha_img/test\zv4bz0n-0.png,jiiilli
954,D:/CS4243_miniproj/captcha_img/test\v3zi7-0.png,iicili
955,D:/CS4243_miniproj/captcha_img/test\yp838obs-0.png,iiiiliii
956,D:/CS4243_miniproj/captcha_img/test\6rsm5vbv-0.png,iiililll
957,D:/CS4243_miniproj/captcha_img/test\e6ty48q-0.png,liiiiii
958,D:/CS4243_miniproj/captcha_img/test\adjw-0.png,iili
959,D:/CS4243_miniproj/captcha_img/test\a19teh-0.png,l1iiji
960,D:/CS4243_miniproj/captcha_img/test\0rq9qn-0.png,iiiili
961,D:/CS4243_miniproj/captcha_img/test\b359qg64-0.png,ijiiiiii
962,D:/CS4243_miniproj/captcha_img/test\68nyv-0.png,liiii
963,D:/CS4243_miniproj/captcha_img/test\ph2tst-0.png,liiiil
964,D:/CS4243_miniproj/captcha_img/test\xuiiylwp-0.png,iiliilil
965,D:/CS4243_miniproj/captcha_img/test\m8gte-0.png,1llv1
966,D:/CS4243_miniproj/captcha_img/test\lrn2uv4x-0.png,iiililiu
967,D:/CS4243_miniproj/captcha_img/test\eoivh-0.png,iiiiii
968,D:/CS4243_miniproj/captcha_img/test\kspi-0.png,iiri
969,D:/CS4243_miniproj/captcha_img/test\kpjwxkzb-0.png,ililiiii
970,D:/CS4243_miniproj/captcha_img/test\xfd22z6t-0.png,iiiuiiii
971,D:/CS4243_miniproj/captcha_img/test\dl32zbu-0.png,iiiiili
972,D:/CS4243_miniproj/captcha_img/test\jw0hsa6n-0.png,ijiil1ili
973,D:/CS4243_miniproj/captcha_img/test\rbh9wyft-0.png,1iilliii
974,D:/CS4243_miniproj/captcha_img/test\5zlui1t-0.png,iiliiiil
975,D:/CS4243_miniproj/captcha_img/test\8haa6hf-0.png,lilisj
976,D:/CS4243_miniproj/captcha_img/test\borm8q-0.png,iliii1
977,D:/CS4243_miniproj/captcha_img/test\qj0gpg-0.png,iiliiii
978,D:/CS4243_miniproj/captcha_img/test\nbzo-0.png,iui1
979,D:/CS4243_miniproj/captcha_img/test\vq3ft7f-0.png,ili1i1i1i
980,D:/CS4243_miniproj/captcha_img/test\73z8hl-0.png,liijvi
981,D:/CS4243_miniproj/captcha_img/test\wwkhs2-0.png,ii11ll
982,D:/CS4243_miniproj/captcha_img/test\lj4109-0.png,iiiiili
983,D:/CS4243_miniproj/captcha_img/test\1avc-0.png,iiii
984,D:/CS4243_miniproj/captcha_img/test\8m5k7-0.png,1iiii
985,D:/CS4243_miniproj/captcha_img/test\iqawpl-0.png,ili1lii
986,D:/CS4243_miniproj/captcha_img/test\kjgy2wok-0.png,iiijilliill
987,D:/CS4243_miniproj/captcha_img/test\ylk9pbpy-0.png,ijliiili
988,D:/CS4243_miniproj/captcha_img/test\ovjqnzgm-0.png,iiii1ll1ui1lii
989,D:/CS4243_miniproj/captcha_img/test\6i4pw-0.png,iilii1
990,D:/CS4243_miniproj/captcha_img/test\tdooz6d-0.png,ljiiili
991,D:/CS4243_miniproj/captcha_img/test\zfqd1d-0.png,iiilil
992,D:/CS4243_miniproj/captcha_img/test\2flvu7n-0.png,iili11i
993,D:/CS4243_miniproj/captcha_img/test\fkcd6c-0.png,ui1iii
994,D:/CS4243_miniproj/captcha_img/test\5xnhd3u-0.png,iiili1l
995,D:/CS4243_miniproj/captcha_img/test\zm17tr8-0.png,liiiii
996,D:/CS4243_miniproj/captcha_img/test\zsjflk-0.png,ililiii
997,D:/CS4243_miniproj/captcha_img/test\fzr6zx-0.png,ivii1il
998,D:/CS4243_miniproj/captcha_img/test\iw8j-0.png,iiiiii
999,D:/CS4243_miniproj/captcha_img/test\hwev766-0.png,iiliuii
1000,D:/CS4243_miniproj/captcha_img/test\i2tc-0.png,l1lij
1001,D:/CS4243_miniproj/captcha_img/test\ek0ky-0.png,ivjii
1002,D:/CS4243_miniproj/captcha_img/test\wkhbm-0.png,iiuii
1003,D:/CS4243_miniproj/captcha_img/test\gyhk2kgp-0.png,lli1lili
1004,D:/CS4243_miniproj/captcha_img/test\ttz04x-0.png,jiiiii
1005,D:/CS4243_miniproj/captcha_img/test\pzq97q3m-0.png,jlvliill
1006,D:/CS4243_miniproj/captcha_img/test\dt1mwp-0.png,lulili
1007,D:/CS4243_miniproj/captcha_img/test\gdqimd1p-0.png,iiiiilij
1008,D:/CS4243_miniproj/captcha_img/test\6i3x4ab2-0.png,iiliiii1
1009,D:/CS4243_miniproj/captcha_img/test\zszdczic-0.png,iiiiiiil
1010,D:/CS4243_miniproj/captcha_img/test\6uj1k-0.png,iiilc
1011,D:/CS4243_miniproj/captcha_img/test\6b8qqt-0.png,ii1ili
1012,D:/CS4243_miniproj/captcha_img/test\ij25trf-0.png,ii1ij1i
1013,D:/CS4243_miniproj/captcha_img/test\ajst-0.png,liili
1014,D:/CS4243_miniproj/captcha_img/test\7dxi-0.png,l1il
1015,D:/CS4243_miniproj/captcha_img/test\chle6v3-0.png,1ijiiii
1016,D:/CS4243_miniproj/captcha_img/test\6k8o3yk-0.png,ljliii
1017,D:/CS4243_miniproj/captcha_img/test\v2tx0x8-0.png,iiliiiclil
1018,D:/CS4243_miniproj/captcha_img/test\tviwf-0.png,l1il11
1019,D:/CS4243_miniproj/captcha_img/test\hjbj-0.png,iiicii
1020,D:/CS4243_miniproj/captcha_img/test\8kpdpt-0.png,i1i1iii111i1l
1021,D:/CS4243_miniproj/captcha_img/test\59cjavrg-0.png,liiiiliii
1022,D:/CS4243_miniproj/captcha_img/test\qmb2-0.png,iiii
1023,D:/CS4243_miniproj/captcha_img/test\2t02x-0.png,iiii1
1024,D:/CS4243_miniproj/captcha_img/test\ewikf-0.png,1illii
1025,D:/CS4243_miniproj/captcha_img/test\57aktxh-0.png,jiiiii1ivi
1026,D:/CS4243_miniproj/captcha_img/test\0lfjfob-0.png,1iiiii
1027,D:/CS4243_miniproj/captcha_img/test\y2meumjc-0.png,iliiviiil
1028,D:/CS4243_miniproj/captcha_img/test\jiw50iak-0.png,il1iil1iiii
1029,D:/CS4243_miniproj/captcha_img/test\f18eic-0.png,iiliiiiiil
1030,D:/CS4243_miniproj/captcha_img/test\r1zkc-0.png,liili
1031,D:/CS4243_miniproj/captcha_img/test\j5nf05-0.png,iiili
1032,D:/CS4243_miniproj/captcha_img/test\4hqru-0.png,iii1i
1033,D:/CS4243_miniproj/captcha_img/test\3m22-0.png,iiil
1034,D:/CS4243_miniproj/captcha_img/test\ugzk95b3-0.png,iii11iili
1035,D:/CS4243_miniproj/captcha_img/test\8fa95b-0.png,lliil
1036,D:/CS4243_miniproj/captcha_img/test\3yyklwn-0.png,i1iilli1
1037,D:/CS4243_miniproj/captcha_img/test\uru17mq-0.png,iuiiiii
1038,D:/CS4243_miniproj/captcha_img/test\jm36s-0.png,i1iil
1039,D:/CS4243_miniproj/captcha_img/test\gmlevzei-0.png,lliic1ii
1040,D:/CS4243_miniproj/captcha_img/test\sxsvm-0.png,iiill
1041,D:/CS4243_miniproj/captcha_img/test\lho2v-0.png,iii11
1042,D:/CS4243_miniproj/captcha_img/test\8jyb-0.png,ili1i
1043,D:/CS4243_miniproj/captcha_img/test\0pglswc-0.png,llliiii
1044,D:/CS4243_miniproj/captcha_img/test\p60w9-0.png,iviii
1045,D:/CS4243_miniproj/captcha_img/test\qis5-0.png,1iii
1046,D:/CS4243_miniproj/captcha_img/test\cxttv-0.png,illii
1047,D:/CS4243_miniproj/captcha_img/test\ambcqo-0.png,1iilij
1048,D:/CS4243_miniproj/captcha_img/test\ublat-0.png,iliii
1049,D:/CS4243_miniproj/captcha_img/test\o96l9az-0.png,iiiiiil
1050,D:/CS4243_miniproj/captcha_img/test\ati99er-0.png,ilili1ii
1051,D:/CS4243_miniproj/captcha_img/test\5klh-0.png,li1l
1052,D:/CS4243_miniproj/captcha_img/test\pee1017g-0.png,iiiiilsi
1053,D:/CS4243_miniproj/captcha_img/test\j106yr9-0.png,iil11cii
1054,D:/CS4243_miniproj/captcha_img/test\mpf8iasl-0.png,1iiiiiii
1055,D:/CS4243_miniproj/captcha_img/test\0iqk95h-0.png,lij1ij1
1056,D:/CS4243_miniproj/captcha_img/test\cnr0n-0.png,ui1iiilill
1057,D:/CS4243_miniproj/captcha_img/test\lweba0d0-0.png,iiliiiiiii
1058,D:/CS4243_miniproj/captcha_img/test\angpr-0.png,il1iu
1059,D:/CS4243_miniproj/captcha_img/test\cezc6r9-0.png,liiiii1
1060,D:/CS4243_miniproj/captcha_img/test\g50tnn-0.png,lilvil
1061,D:/CS4243_miniproj/captcha_img/test\i6i6e-0.png,iiilr
1062,D:/CS4243_miniproj/captcha_img/test\stcnwr1u-0.png,l1iili1
1063,D:/CS4243_miniproj/captcha_img/test\rafw-0.png,lii1
1064,D:/CS4243_miniproj/captcha_img/test\rr38fbsy-0.png,lilili1i
1065,D:/CS4243_miniproj/captcha_img/test\5bv9m-0.png,lli1i
1066,D:/CS4243_miniproj/captcha_img/test\hl79-0.png,1iil
1067,D:/CS4243_miniproj/captcha_img/test\91v56clg-0.png,lliii1il
1068,D:/CS4243_miniproj/captcha_img/test\eaqhlka4-0.png,iiiiiil1
1069,D:/CS4243_miniproj/captcha_img/test\emvs-0.png,llii
1070,D:/CS4243_miniproj/captcha_img/test\rmlu-0.png,i1ii
1071,D:/CS4243_miniproj/captcha_img/test\thhonbv-0.png,iiiiiil
1072,D:/CS4243_miniproj/captcha_img/test\ssfq-0.png,iiii
1073,D:/CS4243_miniproj/captcha_img/test\i2ximgo-0.png,ililiii
1074,D:/CS4243_miniproj/captcha_img/test\6nez-0.png,iii1
1075,D:/CS4243_miniproj/captcha_img/test\jkk4q-0.png,iiiili
1076,D:/CS4243_miniproj/captcha_img/test\qkott5f-0.png,iijli1liil
1077,D:/CS4243_miniproj/captcha_img/test\fd1cwfhl-0.png,liiiiriji
1078,D:/CS4243_miniproj/captcha_img/test\5z9sa-0.png,1iiii
1079,D:/CS4243_miniproj/captcha_img/test\jlahg07-0.png,iiliiili
1080,D:/CS4243_miniproj/captcha_img/test\3eo06-0.png,llis
